Record Date,Type of Account,Closing Balance Today,Opening Balance Today,Opening Balance This Month,Opening Balance This Fiscal Year,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2018-03-23","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","03","23"
"2018-03-22","Federal Reserve Account","324254","298973","199390","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","03","22"
"2018-03-22","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","03","22"
"2018-03-22","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","03","22"
"2018-03-21","Federal Reserve Account","298973","316961","199390","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","03","21"
"2018-03-21","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","03","21"
"2018-03-21","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","03","21"
"2018-03-20","Federal Reserve Account","316961","328814","199390","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","03","20"
"2018-03-20","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","03","20"
"2018-03-20","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","03","20"
"2018-03-19","Federal Reserve Account","328814","321657","199390","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","03","19"
"2018-03-19","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","03","19"
"2018-03-19","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","03","19"
"2018-03-16","Federal Reserve Account","321657","305460","199390","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","03","16"
"2018-03-16","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","03","16"
"2018-03-16","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","03","16"
"2018-03-15","Federal Reserve Account","305460","236160","199390","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","03","15"
"2018-03-15","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","03","15"
"2018-03-15","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","03","15"
"2018-03-14","Federal Reserve Account","236160","253462","199390","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","03","14"
"2018-03-14","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","03","14"
"2018-03-14","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","03","14"
"2018-03-13","Federal Reserve Account","253462","263515","199390","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","03","13"
"2018-03-13","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","03","13"
"2018-03-13","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","03","13"
"2018-03-12","Federal Reserve Account","263515","248269","199390","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","03","12"
"2018-03-12","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","03","12"
"2018-03-12","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","03","12"
"2018-03-09","Federal Reserve Account","248269","251562","199390","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","03","09"
"2018-03-09","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","03","09"
"2018-03-09","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","03","09"
"2018-03-08","Federal Reserve Account","251562","187515","199390","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","03","08"
"2018-03-08","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","03","08"
"2018-03-08","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","03","08"
"2018-03-07","Federal Reserve Account","187515","190496","199390","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","03","07"
"2018-03-07","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","03","07"
"2018-03-07","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","03","07"
"2018-03-06","Federal Reserve Account","190496","197244","199390","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","03","06"
"2018-03-06","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","03","06"
"2018-03-06","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","03","06"
"2018-03-05","Federal Reserve Account","197244","192156","199390","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","03","05"
"2018-03-05","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","03","05"
"2018-03-05","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","03","05"
"2018-03-02","Federal Reserve Account","192156","213775","199390","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","03","02"
"2018-03-02","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","03","02"
"2018-03-02","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","03","02"
"2018-03-01","Federal Reserve Account","213775","199390","199390","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","03","01"
"2018-03-01","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","03","01"
"2018-03-01","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","03","01"
"2018-02-28","Federal Reserve Account","199390","203846","275794","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","02","28"
"2018-02-28","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","02","28"
"2018-02-28","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","02","28"
"2018-02-27","Federal Reserve Account","203846","212253","275794","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","02","27"
"2018-02-27","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","02","27"
"2018-02-27","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","02","27"
"2018-02-26","Federal Reserve Account","212253","204089","275794","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","02","26"
"2018-02-26","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","02","26"
"2018-02-26","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","02","26"
"2018-02-23","Federal Reserve Account","204089","190583","275794","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","02","23"
"2018-02-23","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","02","23"
"2018-02-23","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","02","23"
"2018-02-22","Federal Reserve Account","190583","208817","275794","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","02","22"
"2018-02-22","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","02","22"
"2018-02-22","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","02","22"
"2018-02-21","Federal Reserve Account","208817","228784","275794","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","02","21"
"2018-02-21","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","02","21"
"2018-02-21","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","02","21"
"2018-02-20","Federal Reserve Account","228784","224711","275794","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","02","20"
"2018-02-20","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","02","20"
"2018-02-20","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","02","20"
"2018-02-16","Federal Reserve Account","224711","166297","275794","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","02","16"
"2018-02-16","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","02","16"
"2018-02-16","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","02","16"
"2018-02-15","Federal Reserve Account","166297","180845","275794","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","02","15"
"2018-02-15","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","02","15"
"2018-02-15","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","02","15"
"2018-02-14","Federal Reserve Account","180845","198047","275794","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","02","14"
"2018-02-14","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","02","14"
"2018-02-14","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","02","14"
"2018-02-13","Federal Reserve Account","198047","206488","275794","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","02","13"
"2018-02-13","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","02","13"
"2018-02-13","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","02","13"
"2018-02-12","Federal Reserve Account","206488","198581","275794","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","02","12"
"2018-02-12","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","02","12"
"2018-02-12","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","02","12"
"2018-02-09","Federal Reserve Account","198581","202643","275794","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","02","09"
"2018-02-09","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","02","09"
"2018-02-09","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","02","09"
"2018-02-08","Federal Reserve Account","202643","202221","275794","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","02","08"
"2018-02-08","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","02","08"
"2018-02-08","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","02","08"
"2018-02-07","Federal Reserve Account","202221","199964","275794","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","02","07"
"2018-02-07","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","02","07"
"2018-02-07","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","02","07"
"2018-02-06","Federal Reserve Account","199964","205285","275794","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","02","06"
"2018-02-06","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","02","06"
"2018-02-06","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","02","06"
"2018-02-05","Federal Reserve Account","205285","200213","275794","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","02","05"
"2018-02-05","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","02","05"
"2018-02-05","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","02","05"
"2018-02-02","Federal Reserve Account","200213","219444","275794","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","02","02"
"2018-02-02","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","02","02"
"2018-02-02","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","02","02"
"2018-02-01","Federal Reserve Account","219444","275794","275794","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","02","01"
"2018-02-01","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","02","01"
"2018-02-01","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","02","01"
"2018-01-31","Federal Reserve Account","275794","272462","228933","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","01","31"
"2018-01-31","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","01","31"
"2018-01-31","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","01","31"
"2018-01-30","Federal Reserve Account","272462","276512","228933","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","01","30"
"2018-01-30","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","01","30"
"2018-01-30","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","01","30"
"2018-01-29","Federal Reserve Account","276512","265889","228933","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","01","29"
"2018-01-29","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","01","29"
"2018-01-29","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","01","29"
"2018-01-26","Federal Reserve Account","265889","269271","228933","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","01","26"
"2018-01-26","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","01","26"
"2018-01-26","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","01","26"
"2018-01-25","Federal Reserve Account","269271","275963","228933","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","01","25"
"2018-01-25","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","01","25"
"2018-01-25","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","01","25"
"2018-01-24","Federal Reserve Account","275963","278567","228933","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","01","24"
"2018-01-24","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","01","24"
"2018-01-24","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","01","24"
"2018-01-23","Federal Reserve Account","278567","273051","228933","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","01","23"
"2018-01-23","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","01","23"
"2018-01-23","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","01","23"
"2018-01-22","Federal Reserve Account","273051","264775","228933","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","01","22"
"2018-01-22","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","01","22"
"2018-01-22","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","01","22"
"2018-01-19","Federal Reserve Account","264775","261919","228933","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","01","19"
"2018-01-19","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","01","19"
"2018-01-19","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","01","19"
"2018-01-18","Federal Reserve Account","261919","256720","228933","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","01","18"
"2018-01-18","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","01","18"
"2018-01-18","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","01","18"
"2018-01-17","Federal Reserve Account","256720","259084","228933","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","01","17"
"2018-01-17","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","01","17"
"2018-01-17","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","01","17"
"2018-01-16","Federal Reserve Account","259084","215476","228933","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","01","16"
"2018-01-16","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","01","16"
"2018-01-16","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","01","16"
"2018-01-12","Federal Reserve Account","215476","215951","228933","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","01","12"
"2018-01-12","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","01","12"
"2018-01-12","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","01","12"
"2018-01-11","Federal Reserve Account","215951","198573","228933","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","01","11"
"2018-01-11","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","01","11"
"2018-01-11","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","01","11"
"2018-01-10","Federal Reserve Account","198573","209981","228933","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","01","10"
"2018-01-10","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","01","10"
"2018-01-10","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","01","10"
"2018-01-09","Federal Reserve Account","209981","214096","228933","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","01","09"
"2018-01-09","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","01","09"
"2018-01-09","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","01","09"
"2018-01-08","Federal Reserve Account","214096","205500","228933","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","01","08"
"2018-01-08","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","01","08"
"2018-01-08","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","01","08"
"2018-01-05","Federal Reserve Account","205500","204358","228933","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","01","05"
"2018-01-05","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","01","05"
"2018-01-05","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","01","05"
"2018-01-04","Federal Reserve Account","204358","169957","228933","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","01","04"
"2018-01-04","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","01","04"
"2018-01-04","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","01","04"
"2018-01-03","Federal Reserve Account","169957","190038","228933","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","01","03"
"2018-01-03","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","01","03"
"2018-01-03","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","01","03"
"2018-01-02","Federal Reserve Account","190038","228933","228933","159322","I","Operating Cash Balance","Type of account","1","2018","2","2018","1","01","02"
"2018-01-02","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","2","2018","1","01","02"
"2018-01-02","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","2","2018","1","01","02"
"2017-12-29","Federal Reserve Account","228933","205236","183157","159322","I","Operating Cash Balance","Type of account","1","2018","1","2017","4","12","29"
"2017-12-29","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","1","2017","4","12","29"
"2017-12-29","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","1","2017","4","12","29"
"2017-12-28","Federal Reserve Account","205236","186486","183157","159322","I","Operating Cash Balance","Type of account","1","2018","1","2017","4","12","28"
"2017-12-28","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","1","2017","4","12","28"
"2017-12-28","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","1","2017","4","12","28"
"2017-12-27","Federal Reserve Account","186486","202567","183157","159322","I","Operating Cash Balance","Type of account","1","2018","1","2017","4","12","27"
"2017-12-27","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","1","2017","4","12","27"
"2017-12-27","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","1","2017","4","12","27"
"2017-12-26","Federal Reserve Account","202567","189767","183157","159322","I","Operating Cash Balance","Type of account","1","2018","1","2017","4","12","26"
"2017-12-26","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","1","2017","4","12","26"
"2017-12-26","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","1","2017","4","12","26"
"2017-12-22","Federal Reserve Account","189767","183859","183157","159322","I","Operating Cash Balance","Type of account","1","2018","1","2017","4","12","22"
"2017-12-22","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","1","2017","4","12","22"
"2017-12-22","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","1","2017","4","12","22"
"2017-12-21","Federal Reserve Account","183859","170817","183157","159322","I","Operating Cash Balance","Type of account","1","2018","1","2017","4","12","21"
"2017-12-21","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","1","2017","4","12","21"
"2017-12-21","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","1","2017","4","12","21"
"2017-12-20","Federal Reserve Account","170817","177911","183157","159322","I","Operating Cash Balance","Type of account","1","2018","1","2017","4","12","20"
"2017-12-20","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","1","2017","4","12","20"
"2017-12-20","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","1","2017","4","12","20"
"2017-12-19","Federal Reserve Account","177911","180621","183157","159322","I","Operating Cash Balance","Type of account","1","2018","1","2017","4","12","19"
"2017-12-19","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","1","2017","4","12","19"
"2017-12-19","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","1","2017","4","12","19"
"2017-12-18","Federal Reserve Account","180621","159494","183157","159322","I","Operating Cash Balance","Type of account","1","2018","1","2017","4","12","18"
"2017-12-18","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","1","2017","4","12","18"
"2017-12-18","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","1","2017","4","12","18"
"2017-12-15","Federal Reserve Account","159494","81451","183157","159322","I","Operating Cash Balance","Type of account","1","2018","1","2017","4","12","15"
"2017-12-15","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","1","2017","4","12","15"
"2017-12-15","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","1","2017","4","12","15"
"2017-12-14","Federal Reserve Account","81451","64734","183157","159322","I","Operating Cash Balance","Type of account","1","2018","1","2017","4","12","14"
"2017-12-14","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","1","2017","4","12","14"
"2017-12-14","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","1","2017","4","12","14"
"2017-12-13","Federal Reserve Account","64734","74174","183157","159322","I","Operating Cash Balance","Type of account","1","2018","1","2017","4","12","13"
"2017-12-13","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","1","2017","4","12","13"
"2017-12-13","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","1","2017","4","12","13"
"2017-12-12","Federal Reserve Account","74174","79049","183157","159322","I","Operating Cash Balance","Type of account","1","2018","1","2017","4","12","12"
"2017-12-12","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","1","2017","4","12","12"
"2017-12-12","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","1","2017","4","12","12"
"2017-12-11","Federal Reserve Account","79049","69098","183157","159322","I","Operating Cash Balance","Type of account","1","2018","1","2017","4","12","11"
"2017-12-11","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","1","2017","4","12","11"
"2017-12-11","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","1","2017","4","12","11"
"2017-12-08","Federal Reserve Account","69098","108208","183157","159322","I","Operating Cash Balance","Type of account","1","2018","1","2017","4","12","08"
"2017-12-08","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2018","1","2017","4","12","08"
"2017-12-08","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2018","1","2017","4","12","08"
